,dif_min,temporada_alta,atraso_15,periodo_dia
17083,67.0,0,1,mañana
17084,-13.0,0,0,mañana
17085,-3.0,0,0,mañana
17086,105.0,0,1,mañana
17087,78.0,0,1,tarde
17088,-2.0,0,0,noche
17089,20.0,0,1,noche
17090,30.0,0,1,noche
17091,98.0,0,1,noche
17092,6.0,0,0,noche
17093,0.0,0,0,noche
17094,126.0,0,1,noche
17095,0.0,0,0,noche
17096,-10.0,0,0,noche
17097,-3.0,0,0,noche
17098,3.0,0,0,noche
17099,158.0,0,1,noche
17100,91.0,0,1,noche
17101,-8.0,0,0,noche
17102,-4.0,0,0,noche
17103,-6.0,0,0,noche
17104,-11.0,0,0,noche
17105,75.0,0,1,noche
17106,38.0,0,1,noche
17107,-5.0,0,0,noche
17108,5.0,0,0,noche
17109,-7.0,0,0,noche
17110,-1.0,0,0,noche
17111,-13.0,0,0,noche
17112,6.0,0,0,noche
17113,0.0,0,0,noche
17114,12.0,0,0,mañana
17115,9.0,0,0,mañana
17116,2.0,0,0,mañana
17117,5.0,0,0,mañana
17118,-3.0,0,0,mañana
17119,21.0,0,1,mañana
17120,2.0,0,0,mañana
17121,-3.0,0,0,mañana
17122,2.0,0,0,mañana
17123,53.0,0,1,mañana
17124,5.0,0,0,mañana
17125,106.0,0,1,mañana
17126,-10.0,0,0,mañana
17127,-1.0,0,0,mañana
17128,12.0,0,0,mañana
17129,3.0,0,0,mañana
17130,-3.0,0,0,tarde
17131,-5.0,0,0,tarde
17132,-4.0,0,0,tarde
17133,0.0,0,0,tarde
17134,33.0,0,1,tarde
17135,7.0,0,0,tarde
17136,0.0,0,0,tarde
17137,12.0,0,0,tarde
17138,-2.0,0,0,tarde
17139,-3.0,0,0,tarde
17140,2.0,0,0,tarde
17141,12.0,0,0,tarde
17142,1.0,0,0,tarde
17143,-1.0,0,0,tarde
17144,4.0,0,0,tarde
17145,-2.0,0,0,tarde
17146,-2.0,0,0,tarde
17147,14.0,0,0,tarde
17148,-14.0,0,0,tarde
17149,0.0,0,0,noche
17150,-1.0,0,0,noche
17151,0.0,0,0,noche
17152,-4.0,0,0,noche
17153,0.0,0,0,noche
17154,-2.0,0,0,noche
17155,-8.0,0,0,noche
17156,8.0,0,0,noche
17157,3.0,0,0,noche
17158,13.0,0,0,noche
17159,4.0,0,0,noche
17160,-2.0,0,0,noche
17161,-4.0,0,0,noche
17162,0.0,0,0,noche
17163,2.0,0,0,noche
17164,-5.0,0,0,noche
17165,6.0,0,0,noche
17166,2.0,0,0,noche
17167,23.0,0,1,noche
17168,19.0,0,1,noche
17169,2.0,0,0,noche
17170,-2.0,0,0,noche
17171,6.0,0,0,noche
17172,4.0,0,0,noche
17173,4.0,0,0,noche
17174,-2.0,0,0,noche
17175,1.0,0,0,noche
17176,1.0,0,0,noche
17177,1.0,0,0,noche
17178,10.0,0,0,noche
17179,12.0,0,0,noche
17180,6.0,0,0,noche
17181,8.0,0,0,noche
17182,4.0,0,0,noche
17183,1.0,0,0,noche
17184,8.0,0,0,noche
17185,8.0,0,0,noche
17186,9.0,0,0,noche
17187,5.0,0,0,noche
17188,4.0,0,0,noche
17189,-4.0,0,0,noche
17190,6.0,0,0,noche
17191,12.0,0,0,noche
17192,-7.0,0,0,noche
17193,-2.0,0,0,noche
17194,-5.0,0,0,noche
17195,-8.0,0,0,noche
17196,35.0,0,1,noche
17197,-4.0,0,0,noche
17198,-3.0,0,0,noche
17199,36.0,0,1,noche
17200,0.0,0,0,noche
17201,-5.0,0,0,noche
17202,-2.0,0,0,noche
17203,-7.0,0,0,noche
17204,-2.0,0,0,noche
17205,-10.0,0,0,noche
17206,-7.0,0,0,noche
17207,28.0,0,1,mañana
17208,0.0,0,0,mañana
17209,2.0,0,0,mañana
17210,9.0,0,0,mañana
17211,15.0,0,0,mañana
17212,13.0,0,0,mañana
17213,4.0,0,0,mañana
17214,4.0,0,0,mañana
17215,29.0,0,1,mañana
17216,14.0,0,0,mañana
17217,4.0,0,0,mañana
17218,9.0,0,0,mañana
17219,28.0,0,1,mañana
17220,32.0,0,1,mañana
17221,20.0,0,1,mañana
17222,6.0,0,0,mañana
17223,1.0,0,0,mañana
17224,15.0,0,0,mañana
17225,34.0,0,1,mañana
17226,4.0,0,0,mañana
17227,1.0,0,0,mañana
17228,12.0,0,0,mañana
17229,1.0,0,0,noche
17230,-5.0,0,0,noche
17231,-4.0,0,0,noche
17232,2.0,0,0,noche
17233,3.0,0,0,noche
17234,32.0,0,1,noche
17235,0.0,0,0,noche
17236,6.0,0,0,noche
17237,33.0,0,1,noche
17238,22.0,0,1,noche
17239,31.0,0,1,noche
17240,0.0,0,0,noche
17241,-12.0,0,0,noche
17242,-3.0,0,0,noche
17243,-1.0,0,0,noche
17244,-5.0,0,0,noche
17245,14.0,0,0,noche
17246,-1.0,0,0,noche
17247,7.0,0,0,noche
17248,-5.0,0,0,noche
17249,11.0,0,0,noche
17250,-9.0,0,0,noche
17251,2.0,0,0,noche
17252,2.0,0,0,tarde
17253,-9.0,0,0,tarde
17254,9.0,0,0,tarde
17255,11.0,0,0,tarde
17256,0.0,0,0,tarde
17257,0.0,0,0,tarde
17258,-6.0,0,0,tarde
17259,-5.0,0,0,tarde
17260,-2.0,0,0,tarde
17261,3.0,0,0,tarde
17262,14.0,0,0,tarde
17263,-7.0,0,0,tarde
17264,6.0,0,0,tarde
17265,-8.0,0,0,tarde
17266,-1.0,0,0,tarde
17267,-3.0,0,0,tarde
17268,2.0,0,0,tarde
17269,6.0,0,0,tarde
17270,-7.0,0,0,tarde
17271,-5.0,0,0,tarde
17272,-10.0,0,0,tarde
17273,-2.0,0,0,tarde
17274,-4.0,0,0,tarde
17275,4.0,0,0,tarde
17276,-3.0,0,0,tarde
17277,-5.0,0,0,tarde
17278,3.0,0,0,tarde
17279,-12.0,0,0,tarde
17280,2.0,0,0,tarde
17281,-4.0,0,0,tarde
17282,16.0,0,1,noche
17283,-2.0,0,0,noche
17284,-5.0,0,0,noche
17285,-8.0,0,0,noche
17286,0.0,0,0,noche
17287,29.0,0,1,noche
17288,-8.0,0,0,noche
17289,6.0,0,0,noche
17290,-8.0,0,0,noche
17291,-9.0,0,0,noche
17292,8.0,0,0,noche
17293,-4.0,0,0,noche
17294,-2.0,0,0,noche
17295,1.0,0,0,noche
17296,-14.0,0,0,noche
17297,-11.0,0,0,noche
17298,-5.0,0,0,noche
17299,1.0,0,0,noche
17300,-1.0,0,0,noche
17301,1.0,0,0,noche
17302,-4.0,0,0,noche
17303,0.0,0,0,noche
17304,-8.0,0,0,noche
17305,17.0,0,1,noche
17306,-2.0,0,0,noche
17307,-6.0,0,0,noche
17308,3.0,0,0,noche
17309,-12.0,0,0,noche
17310,-11.0,0,0,noche
17311,58.0,0,1,tarde
17312,0.0,0,0,mañana
17313,-3.0,0,0,mañana
17314,16.0,0,1,mañana
17315,50.0,0,1,mañana
17316,-8.0,0,0,mañana
17317,35.0,0,1,mañana
17318,9.0,0,0,mañana
17319,-5.0,0,0,mañana
17320,-8.0,0,0,mañana
17321,-8.0,0,0,mañana
17322,-6.0,0,0,mañana
17323,12.0,0,0,mañana
17324,-2.0,0,0,mañana
17325,2.0,0,0,mañana
17326,38.0,0,1,mañana
17327,-11.0,0,0,mañana
17328,9.0,0,0,mañana
17329,12.0,0,0,mañana
17330,5.0,0,0,mañana
17331,12.0,0,0,mañana
17332,-10.0,0,0,mañana
17333,2.0,0,0,mañana
17334,-1.0,0,0,mañana
17335,5.0,0,0,mañana
17336,3.0,0,0,mañana
17337,19.0,0,1,mañana
17338,-3.0,0,0,mañana
17339,-3.0,0,0,mañana
17340,7.0,0,0,mañana
17341,19.0,0,1,mañana
17342,36.0,0,1,mañana
17343,1.0,0,0,mañana
17344,34.0,0,1,mañana
17345,6.0,0,0,mañana
17346,14.0,0,0,mañana
17347,13.0,0,0,mañana
17348,-1.0,0,0,mañana
17349,1.0,0,0,mañana
17350,-5.0,0,0,mañana
17351,-6.0,0,0,mañana
17352,12.0,0,0,mañana
17353,6.0,0,0,mañana
17354,14.0,0,0,mañana
17355,-1.0,0,0,mañana
17356,-3.0,0,0,mañana
17357,11.0,0,0,mañana
17358,-2.0,0,0,mañana
17359,23.0,0,1,mañana
17360,12.0,0,0,mañana
17361,7.0,0,0,mañana
17362,17.0,0,1,mañana
17363,-1.0,0,0,mañana
17364,10.0,0,0,mañana
17365,-8.0,0,0,mañana
17366,2.0,0,0,mañana
17367,0.0,0,0,tarde
17368,21.0,0,1,tarde
17369,1.0,0,0,tarde
17370,0.0,0,0,tarde
17371,6.0,0,0,tarde
17372,4.0,0,0,tarde
17373,1.0,0,0,tarde
17374,-6.0,0,0,tarde
17375,14.0,0,0,tarde
17376,-3.0,0,0,tarde
17377,9.0,0,0,tarde
17378,10.0,0,0,tarde
17379,24.0,0,1,tarde
17380,-1.0,0,0,tarde
17381,1.0,0,0,tarde
17382,7.0,0,0,tarde
17383,10.0,0,0,tarde
17384,-7.0,0,0,tarde
17385,0.0,0,0,tarde
17386,-3.0,0,0,tarde
17387,10.0,0,0,tarde
17388,6.0,0,0,tarde
17389,5.0,0,0,tarde
17390,54.0,0,1,tarde
17391,8.0,0,0,tarde
17392,-6.0,0,0,tarde
17393,10.0,0,0,tarde
17394,-3.0,0,0,tarde
17395,-4.0,0,0,tarde
17396,2.0,0,0,noche
17397,-3.0,0,0,noche
17398,-10.0,0,0,noche
17399,2.0,0,0,noche
17400,1.0,0,0,noche
17401,14.0,0,0,noche
17402,6.0,0,0,noche
17403,0.0,0,0,noche
17404,12.0,0,0,noche
17405,7.0,0,0,noche
17406,5.0,0,0,noche
17407,-8.0,0,0,noche
17408,-6.0,0,0,noche
17409,-5.0,0,0,noche
17410,11.0,0,0,noche
17411,-5.0,0,0,noche
17412,-5.0,0,0,noche
17413,15.0,0,0,noche
17414,-5.0,0,0,noche
17415,1.0,0,0,noche
17416,-3.0,0,0,noche
17417,6.0,0,0,noche
17418,2.0,0,0,noche
17419,-8.0,0,0,noche
17420,0.0,0,0,noche
17421,4.0,0,0,noche
17422,-6.0,0,0,noche
17423,-14.0,0,0,noche
17424,-4.0,0,0,mañana
17425,-4.0,0,0,mañana
17426,-2.0,0,0,mañana
17427,3.0,0,0,mañana
17428,-3.0,0,0,mañana
17429,0.0,0,0,mañana
17430,-7.0,0,0,mañana
17431,-10.0,0,0,mañana
17432,-4.0,0,0,mañana
17433,-9.0,0,0,mañana
17434,-6.0,0,0,mañana
17435,6.0,0,0,mañana
17436,-6.0,0,0,mañana
17437,-6.0,0,0,mañana
17438,0.0,0,0,mañana
17439,-3.0,0,0,mañana
17440,-2.0,0,0,mañana
17441,-10.0,0,0,mañana
17442,-14.0,0,0,mañana
17443,-4.0,0,0,mañana
17444,-14.0,0,0,mañana
17445,-2.0,0,0,mañana
17446,-2.0,0,0,mañana
17447,-14.0,0,0,mañana
17448,-4.0,0,0,mañana
17449,-3.0,0,0,mañana
17450,17.0,0,1,noche
17451,-4.0,0,0,noche
17452,-2.0,0,0,noche
17453,8.0,0,0,noche
17454,24.0,0,1,noche
17455,-5.0,0,0,noche
17456,30.0,0,1,noche
17457,17.0,0,1,noche
17458,32.0,0,1,noche
17459,5.0,0,0,noche
17460,13.0,0,0,noche
17461,6.0,0,0,noche
17462,9.0,0,0,noche
17463,7.0,0,0,noche
17464,73.0,0,1,noche
17465,36.0,0,1,noche
17466,55.0,0,1,noche
17467,16.0,0,1,noche
17468,69.0,0,1,noche
17469,-3.0,0,0,noche
17470,28.0,0,1,noche
17471,22.0,0,1,noche
17472,22.0,0,1,noche
17473,-7.0,0,0,noche
17474,-7.0,0,0,noche
17475,15.0,0,0,noche
17476,1.0,0,0,noche
17477,-7.0,0,0,noche
17478,-7.0,0,0,noche
17479,0.0,0,0,mañana
17480,18.0,0,1,mañana
17481,-1.0,0,0,mañana
17482,-5.0,0,0,mañana
17483,-2.0,0,0,mañana
17484,2.0,0,0,mañana
17485,-1.0,0,0,mañana
17486,-2.0,0,0,mañana
17487,-8.0,0,0,mañana
17488,4.0,0,0,mañana
17489,2.0,0,0,mañana
17490,-3.0,0,0,mañana
17491,1.0,0,0,mañana
17492,-2.0,0,0,mañana
17493,1.0,0,0,mañana
17494,1.0,0,0,mañana
17495,-2.0,0,0,mañana
17496,5.0,0,0,mañana
17497,60.0,0,1,mañana
17498,2.0,0,0,mañana
17499,2.0,0,0,mañana
17500,0.0,0,0,mañana
17501,1.0,0,0,mañana
17502,3.0,0,0,mañana
17503,2.0,0,0,mañana
17504,-10.0,0,0,mañana
17505,-5.0,0,0,mañana
17506,3.0,0,0,mañana
17507,1.0,0,0,mañana
17508,-5.0,0,0,tarde
17509,-2.0,0,0,tarde
17510,6.0,0,0,tarde
17511,31.0,0,1,tarde
17512,20.0,0,1,tarde
17513,15.0,0,0,tarde
17514,22.0,0,1,tarde
17515,16.0,0,1,tarde
17516,19.0,0,1,tarde
17517,19.0,0,1,tarde
17518,5.0,0,0,tarde
17519,7.0,0,0,tarde
17520,41.0,0,1,tarde
17521,2.0,0,0,tarde
17522,-3.0,0,0,tarde
17523,10.0,0,0,tarde
17524,0.0,0,0,tarde
17525,27.0,0,1,tarde
17526,35.0,0,1,tarde
17527,36.0,0,1,tarde
17528,50.0,0,1,tarde
17529,5.0,0,0,tarde
17530,22.0,0,1,tarde
17531,3.0,0,0,tarde
17532,16.0,0,1,tarde
17533,2.0,0,0,tarde
17534,5.0,0,0,tarde
17535,55.0,0,1,tarde
17536,13.0,0,0,tarde
17537,-2.0,0,0,noche
17538,-3.0,0,0,noche
17539,-10.0,0,0,noche
17540,-9.0,0,0,noche
17541,1.0,0,0,noche
17542,-11.0,0,0,noche
17543,-4.0,0,0,noche
17544,-6.0,0,0,noche
17545,-2.0,0,0,noche
17546,-11.0,0,0,noche
17547,0.0,0,0,noche
17548,-9.0,0,0,noche
17549,0.0,0,0,noche
17550,-1.0,0,0,noche
17551,-2.0,0,0,noche
17552,-10.0,0,0,noche
17553,-11.0,0,0,noche
17554,5.0,0,0,noche
17555,-5.0,0,0,noche
17556,0.0,0,0,noche
17557,57.0,0,1,noche
17558,-3.0,0,0,noche
17559,35.0,0,1,noche
17560,-2.0,0,0,mañana
17561,-3.0,0,0,mañana
17562,6.0,0,0,mañana
17563,1.0,0,0,mañana
17564,3.0,0,0,mañana
17565,4.0,0,0,mañana
17566,7.0,0,0,mañana
17567,7.0,0,0,mañana
17568,-2.0,0,0,mañana
17569,0.0,0,0,mañana
17570,-4.0,0,0,mañana
17571,6.0,0,0,mañana
17572,2.0,0,0,mañana
17573,7.0,0,0,mañana
17574,-4.0,0,0,mañana
17575,6.0,0,0,mañana
17576,3.0,0,0,mañana
17577,-3.0,0,0,mañana
17578,-7.0,0,0,mañana
17579,10.0,0,0,mañana
17580,5.0,0,0,tarde
17581,0.0,0,0,tarde
17582,-3.0,0,0,tarde
17583,6.0,0,0,tarde
17584,15.0,0,0,tarde
17585,3.0,0,0,tarde
17586,0.0,0,0,tarde
17587,-3.0,0,0,tarde
17588,-6.0,0,0,tarde
17589,5.0,0,0,tarde
17590,0.0,0,0,tarde
17591,2.0,0,0,tarde
17592,-1.0,0,0,tarde
17593,0.0,0,0,tarde
17594,6.0,0,0,tarde
17595,4.0,0,0,tarde
17596,0.0,0,0,tarde
17597,-2.0,0,0,mañana
17598,-12.0,0,0,mañana
17599,-6.0,0,0,mañana
17600,-9.0,0,0,mañana
17601,1.0,0,0,mañana
17602,-2.0,0,0,mañana
17603,-6.0,0,0,mañana
17604,-5.0,0,0,mañana
17605,1.0,0,0,mañana
17606,-5.0,0,0,mañana
17607,-3.0,0,0,mañana
17608,19.0,0,1,mañana
17609,-6.0,0,0,mañana
17610,18.0,0,1,mañana
17611,3.0,0,0,mañana
17612,-10.0,0,0,mañana
17613,-1.0,0,0,mañana
17614,6.0,0,0,mañana
17615,-6.0,0,0,mañana
17616,-9.0,0,0,mañana
17617,2.0,0,0,mañana
17618,-4.0,0,0,mañana
17619,-5.0,0,0,mañana
17620,-6.0,0,0,mañana
17621,5.0,0,0,mañana
17622,-3.0,0,0,mañana
17623,-8.0,0,0,mañana
17624,-3.0,0,0,mañana
17625,-8.0,0,0,mañana
17626,-11.0,0,0,tarde
17627,-5.0,0,0,tarde
17628,-6.0,0,0,tarde
17629,-10.0,0,0,tarde
17630,-4.0,0,0,tarde
17631,-8.0,0,0,tarde
17632,6.0,0,0,tarde
17633,-14.0,0,0,tarde
17634,-14.0,0,0,tarde
17635,-6.0,0,0,tarde
17636,2.0,0,0,tarde
17637,-13.0,0,0,tarde
17638,-10.0,0,0,tarde
17639,2.0,0,0,tarde
17640,-5.0,0,0,tarde
17641,26.0,0,1,tarde
17642,-8.0,0,0,tarde
17643,1.0,0,0,tarde
17644,-3.0,0,0,tarde
17645,-5.0,0,0,tarde
17646,0.0,0,0,tarde
17647,5.0,0,0,tarde
17648,-1.0,0,0,tarde
17649,3.0,0,0,tarde
17650,-4.0,0,0,tarde
17651,-9.0,0,0,tarde
17652,-7.0,0,0,tarde
17653,8.0,0,0,tarde
17654,-4.0,0,0,noche
17655,-3.0,0,0,noche
17656,2.0,0,0,noche
17657,-5.0,0,0,noche
17658,-4.0,0,0,noche
17659,134.0,0,1,noche
17660,-3.0,0,0,noche
17661,-9.0,0,0,noche
17662,-12.0,0,0,noche
17663,-4.0,0,0,noche
17664,-8.0,0,0,noche
17665,-4.0,0,0,noche
17666,0.0,0,0,noche
17667,-6.0,0,0,noche
17668,1.0,0,0,noche
17669,0.0,0,0,noche
17670,-6.0,0,0,noche
17671,-13.0,0,0,noche
17672,-5.0,0,0,noche
17673,-3.0,0,0,noche
17674,0.0,0,0,noche
17675,10.0,0,0,noche
17676,-3.0,0,0,noche
17677,-7.0,0,0,noche
17678,-8.0,0,0,noche
17679,-6.0,0,0,noche
17680,-4.0,0,0,noche
17681,1.0,0,0,noche
17682,-2.0,0,0,noche
17683,14.0,0,0,noche
17684,11.0,0,0,noche
17685,0.0,0,0,noche
17686,-2.0,0,0,noche
17687,-3.0,0,0,noche
17688,33.0,0,1,noche
17689,3.0,0,0,noche
17690,8.0,0,0,noche
17691,-4.0,0,0,noche
17692,-1.0,0,0,noche
17693,2.0,0,0,noche
17694,9.0,0,0,noche
17695,0.0,0,0,noche
17696,1.0,0,0,noche
17697,-12.0,0,0,noche
17698,0.0,0,0,noche
17699,-8.0,0,0,noche
17700,12.0,0,0,noche
17701,19.0,0,1,noche
17702,10.0,0,0,noche
17703,18.0,0,1,noche
17704,6.0,0,0,noche
17705,-3.0,0,0,noche
17706,1.0,0,0,noche
17707,2.0,0,0,noche
17708,4.0,0,0,noche
17709,2.0,0,0,noche
17710,0.0,0,0,noche
17711,7.0,0,0,noche
17712,5.0,0,0,noche
17713,15.0,0,0,noche
17714,4.0,0,0,noche
17715,-1.0,0,0,noche
17716,3.0,0,0,noche
17717,7.0,0,0,noche
17718,-8.0,0,0,noche
17719,9.0,0,0,noche
17720,-5.0,0,0,noche
17721,-4.0,0,0,noche
17722,-6.0,0,0,noche
17723,-11.0,0,0,noche
17724,-11.0,0,0,noche
17725,0.0,0,0,noche
17726,1.0,0,0,noche
17727,116.0,0,1,noche
17728,-3.0,0,0,noche
17729,-3.0,0,0,noche
17730,-12.0,0,0,noche
17731,-3.0,0,0,noche
17732,-10.0,0,0,noche
17733,-6.0,0,0,noche
17734,-6.0,0,0,noche
17735,-8.0,0,0,noche
17736,25.0,0,1,noche
17737,-8.0,0,0,noche
17738,-7.0,0,0,noche
17739,-2.0,0,0,noche
17740,1.0,0,0,noche
17741,7.0,0,0,noche
17742,0.0,0,0,noche
17743,2.0,0,0,noche
17744,-6.0,0,0,noche
17745,-2.0,0,0,noche
17746,8.0,0,0,noche
17747,-2.0,0,0,noche
17748,0.0,0,0,noche
17749,4.0,0,0,noche
17750,3.0,0,0,noche
17751,-4.0,0,0,noche
17752,-3.0,0,0,noche
17753,-4.0,0,0,noche
17754,4.0,0,0,noche
17755,-4.0,0,0,noche
17756,3.0,0,0,noche
17757,6.0,0,0,noche
17758,-10.0,0,0,noche
17759,-5.0,0,0,noche
17760,0.0,0,0,noche
17761,5.0,0,0,noche
17762,-1.0,0,0,noche
17763,2.0,0,0,noche
17764,-1.0,0,0,noche
17765,6.0,0,0,noche
17766,1.0,0,0,noche
17767,-2.0,0,0,noche
17768,-6.0,0,0,noche
17769,14.0,0,0,noche
17770,-13.0,0,0,mañana
17771,2.0,0,0,mañana
17772,-4.0,0,0,mañana
17773,-4.0,0,0,mañana
17774,-10.0,0,0,mañana
17775,-13.0,0,0,mañana
17776,-4.0,0,0,mañana
17777,-3.0,0,0,mañana
17778,-9.0,0,0,mañana
17779,-4.0,0,0,mañana
17780,1.0,0,0,mañana
17781,-13.0,0,0,mañana
17782,-10.0,0,0,mañana
17783,-3.0,0,0,mañana
17784,-4.0,0,0,mañana
17785,-11.0,0,0,mañana
17786,-12.0,0,0,mañana
17787,-7.0,0,0,mañana
17788,-10.0,0,0,mañana
17789,-12.0,0,0,mañana
17790,26.0,0,1,tarde
17791,12.0,0,0,tarde
17792,34.0,0,1,tarde
17793,35.0,0,1,tarde
17794,22.0,0,1,tarde
17795,29.0,0,1,tarde
17796,48.0,0,1,tarde
17797,15.0,0,0,tarde
17798,27.0,0,1,tarde
17799,26.0,0,1,tarde
17800,9.0,0,0,tarde
17801,26.0,0,1,tarde
17802,26.0,0,1,tarde
17803,30.0,0,1,tarde
17804,17.0,0,1,tarde
17805,16.0,0,1,tarde
17806,29.0,0,1,tarde
17807,15.0,0,0,tarde
17808,12.0,0,0,tarde
17809,17.0,0,1,tarde
17810,7.0,0,0,tarde
17811,148.0,0,1,tarde
17812,10.0,0,0,tarde
17813,30.0,0,1,tarde
17814,29.0,0,1,tarde
17815,29.0,0,1,tarde
17816,49.0,0,1,tarde
17817,41.0,0,1,tarde
17818,25.0,0,1,tarde
17819,-3.0,0,0,tarde
17820,-5.0,0,0,tarde
17821,5.0,0,0,tarde
17822,6.0,0,0,tarde
17823,19.0,0,1,tarde
17824,7.0,0,0,tarde
17825,-8.0,0,0,tarde
17826,13.0,0,0,tarde
17827,-4.0,0,0,tarde
17828,1.0,0,0,tarde
17829,29.0,0,1,tarde
17830,-3.0,0,0,tarde
17831,-8.0,0,0,tarde
17832,-7.0,0,0,tarde
17833,-2.0,0,0,tarde
17834,-8.0,0,0,tarde
17835,6.0,0,0,tarde
17836,-2.0,0,0,tarde
17837,1.0,0,0,tarde
17838,0.0,0,0,tarde
17839,9.0,0,0,tarde
17840,-2.0,0,0,tarde
17841,-4.0,0,0,tarde
17842,-12.0,0,0,tarde
17843,3.0,0,0,tarde
17844,17.0,0,1,tarde
17845,2.0,0,0,tarde
17846,-7.0,0,0,tarde
17847,-9.0,0,0,tarde
17848,-6.0,0,0,tarde
17849,0.0,0,0,tarde
17850,24.0,0,1,mañana
17851,-9.0,0,0,mañana
17852,6.0,0,0,mañana
17853,-13.0,0,0,mañana
17854,-1.0,0,0,mañana
17855,-7.0,0,0,mañana
17856,-1.0,0,0,mañana
17857,-2.0,0,0,mañana
17858,0.0,0,0,mañana
17859,8.0,0,0,mañana
17860,-6.0,0,0,mañana
17861,17.0,0,1,mañana
17862,-5.0,0,0,mañana
17863,-8.0,0,0,mañana
17864,-13.0,0,0,mañana
17865,-1.0,0,0,mañana
17866,-7.0,0,0,mañana
17867,-9.0,0,0,mañana
17868,-11.0,0,0,mañana
17869,1.0,0,0,mañana
17870,-10.0,0,0,mañana
17871,19.0,0,1,tarde
17872,16.0,0,1,tarde
17873,20.0,0,1,tarde
17874,13.0,0,0,tarde
17875,-4.0,0,0,tarde
17876,18.0,0,1,tarde
17877,18.0,0,1,tarde
17878,1.0,0,0,tarde
17879,0.0,0,0,tarde
17880,0.0,0,0,tarde
17881,-2.0,0,0,tarde
17882,0.0,0,0,tarde
17883,14.0,0,0,tarde
17884,7.0,0,0,tarde
17885,8.0,0,0,tarde
17886,0.0,0,0,tarde
17887,9.0,0,0,tarde
17888,0.0,0,0,mañana
17889,14.0,0,0,mañana
17890,6.0,0,0,mañana
17891,15.0,0,0,mañana
17892,10.0,0,0,mañana
17893,1.0,0,0,mañana
17894,15.0,0,0,mañana
17895,4.0,0,0,mañana
17896,2.0,0,0,mañana
17897,12.0,0,0,mañana
17898,10.0,0,0,mañana
17899,14.0,0,0,mañana
17900,14.0,0,0,mañana
17901,2.0,0,0,mañana
17902,7.0,0,0,mañana
17903,14.0,0,0,mañana
17904,6.0,0,0,mañana
17905,10.0,0,0,mañana
17906,9.0,0,0,mañana
17907,17.0,0,1,mañana
17908,16.0,0,1,mañana
17909,12.0,0,0,mañana
17910,10.0,0,0,mañana
17911,16.0,0,1,mañana
17912,2.0,0,0,mañana
17913,9.0,0,0,mañana
17914,6.0,0,0,mañana
17915,15.0,0,0,mañana
17916,-10.0,0,0,noche
17917,-9.0,0,0,noche
17918,-14.0,0,0,noche
17919,-4.0,0,0,noche
17920,-13.0,0,0,noche
17921,-7.0,0,0,noche
17922,-14.0,0,0,noche
17923,12.0,0,0,noche
17924,0.0,0,0,noche
17925,4.0,0,0,noche
17926,-8.0,0,0,noche
17927,-10.0,0,0,noche
17928,-9.0,0,0,noche
17929,-8.0,0,0,noche
17930,1.0,0,0,noche
17931,-7.0,0,0,noche
17932,-13.0,0,0,noche
17933,-2.0,0,0,noche
17934,-12.0,0,0,noche
17935,-12.0,0,0,noche
17936,-10.0,0,0,noche
17937,-5.0,0,0,noche
17938,-9.0,0,0,noche
17939,-11.0,0,0,noche
17940,-8.0,0,0,noche
17941,40.0,0,1,noche
17942,7.0,0,0,noche
17943,-4.0,0,0,noche
17944,46.0,0,1,tarde
17945,4.0,0,0,tarde
17946,0.0,0,0,tarde
17947,2.0,0,0,tarde
17948,-6.0,0,0,tarde
17949,-4.0,0,0,tarde
17950,7.0,0,0,tarde
17951,6.0,0,0,tarde
17952,1.0,0,0,tarde
17953,12.0,0,0,tarde
17954,2.0,0,0,tarde
17955,-1.0,0,0,tarde
17956,9.0,0,0,tarde
17957,4.0,0,0,tarde
17958,20.0,0,1,tarde
17959,33.0,0,1,tarde
17960,-4.0,0,0,tarde
17961,9.0,0,0,tarde
17962,9.0,0,0,tarde
17963,-2.0,0,0,tarde
17964,-2.0,0,0,tarde
17965,3.0,0,0,tarde
17966,11.0,0,0,tarde
17967,92.0,0,1,tarde
17968,1.0,0,0,tarde
17969,11.0,0,0,tarde
17970,1.0,0,0,tarde
17971,11.0,0,0,tarde
17972,-5.0,0,0,tarde
17973,-1.0,0,0,tarde
17974,12.0,0,0,tarde
17975,2.0,0,0,tarde
17976,1.0,0,0,tarde
17977,3.0,0,0,tarde
17978,3.0,0,0,tarde
17979,10.0,0,0,tarde
17980,-3.0,0,0,tarde
17981,4.0,0,0,tarde
17982,7.0,0,0,tarde
17983,2.0,0,0,tarde
17984,28.0,0,1,tarde
17985,-2.0,0,0,tarde
17986,-5.0,0,0,tarde
17987,1.0,0,0,tarde
17988,1.0,0,0,tarde
17989,-4.0,0,0,tarde
17990,-2.0,0,0,tarde
17991,2.0,0,0,tarde
17992,-1.0,0,0,tarde
17993,4.0,0,0,tarde
17994,7.0,0,0,tarde
17995,26.0,0,1,tarde
17996,4.0,0,0,tarde
17997,-1.0,0,0,tarde
17998,1.0,0,0,mañana
17999,2.0,0,0,mañana
18000,4.0,0,0,mañana
18001,7.0,0,0,mañana
18002,13.0,0,0,mañana
18003,8.0,0,0,mañana
18004,4.0,0,0,mañana
18005,15.0,0,0,mañana
18006,8.0,0,0,mañana
18007,5.0,0,0,mañana
18008,2.0,0,0,mañana
18009,2.0,0,0,mañana
18010,3.0,0,0,mañana
18011,-1.0,0,0,mañana
